,ARI_Louvain,ARI_kmeans,ARI_HC,AMI_Louvain,AMI_kmeans,AMI_HC,Homogeneity_Louvain,Homogeneity_kmeans,Homogeneity_HC
Control,0.6930097640419309,0.6428993653004476,0.6745613954166451,0.82743138616661,0.7966411490534955,0.8148049661756787,0.8232040890959865,0.8001699749443348,0.807588401319408
BROCKMAN,0.7510526466388683,0.6666869053579875,0.7303738041119323,0.8524332103970983,0.8182224067327232,0.8415234537662261,0.854386121865392,0.8115927028493328,0.8384159201122092
Cusanovich2018,0.7969803949659211,0.6585915761245377,0.6318057600446274,0.88327920260772,0.808402897520345,0.8357809861008367,0.8760998114511318,0.7955507403988574,0.7915792416960348
cisTopic,0.8216201927095587,0.836986766716501,0.8165151525571162,0.8976950683392367,0.9011821669447608,0.8927430475186625,0.8976745497794568,0.9030258348186552,0.8942680531678885
chromVAR_kmers,0.5708386544727145,0.5420629139378855,0.5223477958425872,0.718844986053954,0.7117787241958006,0.6825721991430755,0.7072859737080529,0.7126582997907652,0.6771657122681879
chromVAR_motifs,0.30108755675662086,0.2914134867903173,0.2671982596022217,0.49331609224118494,0.5143335734303186,0.4658849865552569,0.4942406834317993,0.5213941104874471,0.470202063117997
chromVAR_kmers_pca,0.5903163364327778,0.589465493222733,0.54255340297924,0.7308083301670882,0.7626998273089011,0.699933989505769,0.7257540003847596,0.7606905615467866,0.6968469085374766
chromVAR_motifs_pca,0.2986863259241266,0.3137890447864707,0.2546155101335697,0.48911529703678913,0.5098855463610229,0.46736696591426224,0.49253838063578653,0.5189929670631152,0.4684807388647316
GeneScoring,0.003240633660835303,0.2689661261073414,0.24263382510004475,0.008409183292255018,0.46807388418281315,0.40377507771536814,0.02906291452987304,0.3897737916558129,0.38679749093118493
GeneScoring_pca,0.20852578609291045,0.22900090408596302,0.22080722843832784,0.4162598427197475,0.42141560748837653,0.4142281016339712,0.4228114819852449,0.4165103943697923,0.40903477683105743
Cicero,0.0022573145858383764,0.27200038855361713,0.3645897926768231,0.005913857445596187,0.5081340454365348,0.5732794719111379,0.026679322852644675,0.41268375730488555,0.5270636280484439
Cicero_pca,0.39869767621091506,0.3894853162606398,0.3805729518970544,0.574954700046848,0.5675912716728914,0.5647430365745233,0.5653135261533105,0.5611419410043939,0.537895546430547
SnapATAC,0.8897322630239598,0.8964203387183209,0.8715281893256268,0.9406819053510116,0.9384096671342568,0.9239295748704006,0.9377485403686956,0.9396423591790072,0.924513955087203
Scasat,0.6729679489018057,0.6789677754978458,0.6518717241957833,0.8127176923434654,0.8131595262733213,0.8001337305255387,0.8068571417614692,0.8094122204189067,0.7938157274800903
scABC,0.4674218069970615,0.31323960485222124,0.5280993092293059,0.6492620967064137,0.5479042701725125,0.7011773635661356,0.6038838197501387,0.48091880630951656,0.6870058688354057
SCRAT,0.6529632385187548,0.5942753257095967,0.6121525455293381,0.7908897078127524,0.7715650897159613,0.7819083812502695,0.790990489351747,0.7699199676773679,0.7757933438130128
SCRAT_pca,0.6620286954474258,0.5922039240695415,0.6023115227248047,0.7950307259508967,0.7699023083066671,0.7794810763513386,0.7896064500623831,0.7680435208357437,0.7760743026352249
