,ARI_Louvain,ARI_kmeans,ARI_HC,AMI_Louvain,AMI_kmeans,AMI_HC,Homogeneity_Louvain,Homogeneity_kmeans,Homogeneity_HC
Control,0.9653148584148643,0.7982177302958494,0.7979012066496833,0.9652786889286132,0.868754041442746,0.8659264699140643,0.9653898889827872,0.8682051403008098,0.8661509038791704
BROCKMAN,0.947239720394489,0.6577675163209068,0.7252513978251954,0.9490483426217741,0.7527900016657756,0.8042335216510135,0.9492219133500528,0.7526453226012664,0.8007065503103893
Cusanovich2018,1.0,0.7732505434560784,0.9979966524484145,1.0,0.9000150890077447,0.9970534508118034,1.0,0.871049064255153,0.9970695409928627
cisTopic,1.0,0.9979966524484145,0.9979966524484145,1.0,0.9970534508118033,0.9970534508118034,1.0,0.9970695409928627,0.9970695409928627
chromVAR_kmers,0.7686297346178245,0.7170300539183261,0.6494663940284999,0.8241698853075882,0.7867095945456829,0.7306113624405223,0.8221100824411869,0.7873828225149472,0.7267424516043952
chromVAR_motifs,0.46469255562202133,0.459593392385952,0.4210483103100345,0.6121459895768883,0.614560849794399,0.579887265169175,0.610832064331993,0.6163998228996035,0.5791373433815868
chromVAR_kmers_pca,0.7416524604698721,0.7505731426869898,0.7021117987870786,0.8039623841028227,0.8095256808712856,0.7684384114497885,0.8042075651719686,0.8104026069227191,0.7655378611407319
chromVAR_motifs_pca,0.4832005032206036,0.45140497765588333,0.43226758984150626,0.6249365395808727,0.6067741166601741,0.601030844817453,0.6213480086331931,0.6089641185061778,0.5882539416780139
GeneScoring,0.021423884124864713,0.4483140265310026,0.3621235765852549,0.026389407174047086,0.6015959990837118,0.4478312985352044,0.03406320348967087,0.5213967083039504,0.40911798035709107
GeneScoring_pca,0.40157386820173757,0.4037716517137537,0.4004705390251555,0.49947695196029746,0.49229482287247295,0.4982763765909183,0.4901157105660796,0.48147603995707766,0.4845319265767881
Cicero,0.1198779162371759,0.4455142222676174,0.45934612641787126,0.14360373378811417,0.6771567315880139,0.6113321887743033,0.14392209558263988,0.5653383475794975,0.6007839114889144
Cicero_pca,0.591284076992781,0.5822762138492844,0.5014414103863793,0.7040678051239471,0.7052546795828781,0.6640969341984205,0.6812983753455835,0.6882946320554809,0.6347085166009534
SnapATAC,0.9979966524484145,0.9979966524484145,0.9979966524484145,0.9970534508118034,0.9970534508118034,0.9970534508118034,0.9970695409928627,0.9970695409928627,0.9970695409928627
Scasat,0.9803286246554292,0.8998490830997565,0.8073838254674615,0.9771481800442301,0.9206003064653003,0.8739244514239084,0.977270595721038,0.9210115930253963,0.8724920825753946
scABC,0.5415537666528528,0.5234543027376929,0.6963638175494887,0.6275604968535011,0.6811819540476227,0.7809812283063009,0.577547911507901,0.6182570939209764,0.7610203648044783
SCRAT,0.5741044369742676,0.5528796068453226,0.5383713740251335,0.7062645616184066,0.6869610685741613,0.6844866763159155,0.7026282251962512,0.6866087669975125,0.6815633549635838
SCRAT_pca,0.6209991527509993,0.5473427816029504,0.5614411398155122,0.7175254791818828,0.6845127492044806,0.6764005402504498,0.7190675557632806,0.6839291798308111,0.6733692198665457
