,ARI_Louvain,ARI_kmeans,ARI_HC,AMI_Louvain,AMI_kmeans,AMI_HC,Homogeneity_Louvain,Homogeneity_kmeans,Homogeneity_HC
Control,0.497741131747236,0.4983017275331523,0.48840274452935944,0.6124420876419475,0.6077135917113605,0.6118180143272116,0.5924535849104882,0.5952790033476776,0.5879747045011563
BROCKMAN,0.44381674357497475,0.38440469568402663,0.425048818232248,0.5918779081160336,0.5483187776165478,0.6030440239267884,0.5838458531008831,0.5367742814737791,0.5886625795743583
Cusanovich2018,0.5189852115875363,0.5573458933856451,0.5209730024636081,0.6519097873670775,0.6944106469370607,0.6516507545135772,0.6500780981813774,0.65709425789004,0.6171722863510284
cisTopic,0.4266811650402779,0.42819755641074003,0.42699970488206845,0.5820588217898139,0.5788543042206343,0.5782833905449206,0.5788198952815607,0.5803152411161075,0.5802377926332863
chromVAR_kmers,0.3677494081590951,0.34866315764747546,0.29782363086639824,0.45199775598704295,0.45965016196529884,0.35703014983803094,0.43202587417592764,0.4610878882820594,0.3524560423472681
chromVAR_motifs,0.10183649387201979,0.10298575253186851,0.06941610228488652,0.16530005530204367,0.1477698740809501,0.12292883655264379,0.16701055655428051,0.15213177899167846,0.12511480780394746
chromVAR_kmers_pca,0.37209766073745737,0.37491396651268355,0.29473384875701497,0.46555329889552216,0.4962755096052732,0.3872624670650989,0.4634274304416076,0.4985822553350541,0.3819753718431657
chromVAR_motifs_pca,0.12105351581708246,0.09057115313418565,0.09300631599160362,0.1889370475174635,0.14568865995598262,0.1551744933263097,0.1909782084931927,0.15007719483620557,0.15682523783132984
GeneScoring,-0.00012075241334340312,0.005777511905739931,0.013899461112238127,0.0029146795204807023,0.012287628480383292,0.05139024563578116,0.008511043648592594,0.01619872176302313,0.044210499009563836
GeneScoring_pca,0.0035828364198077674,0.0018760182703845844,0.0017291994945481174,0.009418557491351235,0.007290270896738214,0.007843079075311996,0.013750439135932583,0.011676647041346966,0.012061924862184464
Cicero,0.012109800464665768,0.0830180358300318,0.2123149344437306,0.01471639726012195,0.10378472303726448,0.33352053163754974,0.019757926398465016,0.08658260299599485,0.26517971450898054
Cicero_pca,0.3548029309049377,0.3169556161521208,0.2831165247027917,0.4042994467217272,0.42671540524086116,0.3954624463864178,0.40014504821074437,0.41787600294825383,0.379171308809126
SnapATAC,0.5057480524144294,0.5051375125034724,0.48593236185034544,0.614572729450577,0.6152531302983774,0.6167909580234294,0.6010211597702559,0.6022938067944914,0.5890238303732201
Scasat,0.4971751130605254,0.5131783343189781,0.4981589546837392,0.6074295335062554,0.620666014105425,0.6047524815583831,0.5937731577906669,0.6078009093248611,0.5886979785302898
scABC,0.0733737029451106,0.021974413292406115,0.2743953097199515,0.08661639468247172,0.028183193630548373,0.3588395371536421,0.08798311765510795,0.03165413643510499,0.2978864464090273
SCRAT,0.4203405013499333,0.2962082664991115,0.3376527429327633,0.5356926275087619,0.4197634221863797,0.48836190210731156,0.5297686532909955,0.42052192863673143,0.47925007080127924
SCRAT_pca,0.40733601100944683,0.32114974707881533,0.3049992076568677,0.5269358403440896,0.49040937334484647,0.4709715075123383,0.526369646822504,0.4799731804305032,0.4610121477756061
