,ARI_Louvain,ARI_kmeans,ARI_HC,AMI_Louvain,AMI_kmeans,AMI_HC,Homogeneity_Louvain,Homogeneity_kmeans,Homogeneity_HC
Control,0.4365091131495615,0.43235518433252196,0.4194952518732617,0.5191155134559703,0.512964327854893,0.49627315482200035,0.5074250485373923,0.5060567455468785,0.48167505355024803
BROCKMAN,0.38385346005260135,0.2704000038354892,0.2092391088671715,0.4851146530546001,0.393496032419057,0.3501521112718867,0.4757865736809098,0.3908473616531476,0.34166473894898447
Cusanovich2018,0.4639635435296331,0.46670783201870863,0.45390895461363207,0.567260568386013,0.6959725165319582,0.6588074170002433,0.5543567366524754,0.5522394186306562,0.5202991252999891
cisTopic,0.23206049143967053,0.23721266896894977,0.18570023515477113,0.2695600719468119,0.30083791763779094,0.258956263492619,0.2720639077279301,0.30410262783239583,0.2560910206864235
chromVAR_kmers,0.15743557020982174,0.18767286011421117,0.10099154000882693,0.1710677204447968,0.23983079283236608,0.13283823056889046,0.17282123821273865,0.24248684684689248,0.13472168818049682
chromVAR_motifs,0.018282856513393165,0.004213359703291497,0.007789212379380995,0.02709943560371917,0.005886280623822684,0.011018561171143148,0.031804625725237345,0.011694694380057184,0.016581628854898146
chromVAR_kmers_pca,0.21304392285371498,0.2068921560946237,0.13120645925905244,0.24670141862177056,0.257686365724058,0.16659467457733954,0.24928531953142458,0.26115743542239106,0.1659767997100106
chromVAR_motifs_pca,0.018120641491846157,0.005114436962932546,0.008317848337964362,0.02413368741475219,0.0070683670266413956,0.0144193322364229,0.029335550736820044,0.012851895751792453,0.019827567028424448
GeneScoring,-0.0005755156042945412,0.00018129465058392235,8.453976581822636e-05,0.0002857198194692604,0.0006476662103676198,0.0011057733430690077,0.006259302596353733,0.0056727718600741205,0.00703752628627719
GeneScoring_pca,0.0048950172330228785,0.00022045798766192124,0.0003579044615495363,0.004585541540966602,0.003371990201382568,0.003999092009140616,0.009851281091938845,0.008499583069040943,0.008930854246083461
Cicero,0.005112850654892603,0.0012954581919522369,0.0006764870586232402,0.007498151596861293,0.005518153618579942,0.018907259256642252,0.013254203983075065,0.008405936905130109,0.015789160456454777
Cicero_pca,0.13834382928350036,0.16950590980361813,0.13386862035709465,0.14714864391147428,0.1845751261699681,0.1501978322942685,0.148612401820774,0.1837876172857493,0.1513713825994137
SnapATAC,0.45670866817828876,0.452591367764533,0.4423170086937515,0.5545631100428496,0.5423286637494777,0.5394707071464407,0.5413682334560009,0.532776019873355,0.5157634909346769
Scasat,0.43883230435517173,0.422656121984456,0.4069954779104833,0.5280108499209886,0.4992395235729464,0.49019254355837505,0.511236120473289,0.49323448729267844,0.47697885549149044
scABC,0.010260450598631416,-5.514965107531463e-06,0.029565780599944295,0.019058819471943066,-0.0006358294600921566,0.08821952477910881,0.023631115037433568,0.004408513065703411,0.059802007394427745
SCRAT,0.26233595815473937,0.17650789816122706,0.17618597184065304,0.36715879655786915,0.25647272896029677,0.3051096876066587,0.35815148985998685,0.25842490730114037,0.29433414015106824
SCRAT_pca,0.2773249754695494,0.16687416923449197,0.19238814500277493,0.3562274580519724,0.24744843442621653,0.3056042785837577,0.35153953689186,0.2500826645092354,0.29697048652282093
