label
BM1077-CLP-Frozen-160106-13	CLP
BM1077-CLP-Frozen-160106-14	CLP
BM1077-CLP-Frozen-160106-2	CLP
BM1077-CLP-Frozen-160106-21	CLP
BM1077-CLP-Frozen-160106-27	CLP
BM1077-CLP-Frozen-160106-3	CLP
BM1077-CLP-Frozen-160106-36	CLP
BM1077-CLP-Frozen-160106-42	CLP
BM1077-CLP-Frozen-160106-44	CLP
BM1077-CLP-Frozen-160106-50	CLP
BM1077-CLP-Frozen-160106-61	CLP
BM1077-CLP-Frozen-160106-62	CLP
BM1077-CLP-Frozen-160106-66	CLP
BM1077-CLP-Frozen-160106-70	CLP
BM1077-CLP-Frozen-160106-71	CLP
BM1077-CLP-Frozen-160106-72	CLP
BM1077-CLP-Frozen-160106-75	CLP
BM1077-CLP-Frozen-160106-76	CLP
BM1077-CLP-Frozen-160106-78	CLP
BM1077-CLP-Frozen-160106-79	CLP
BM1077-CLP-Frozen-160106-80	CLP
BM1077-CLP-Frozen-160106-83	CLP
BM1077-CLP-Frozen-160106-86	CLP
BM1077-CLP-Frozen-160106-87	CLP
BM1077-CLP-Frozen-160106-88	CLP
BM1077-CLP-Frozen-160106-94	CLP
BM1077-CLP-Frozen-160106-96	CLP
BM1077-CMP-Frozen-160106-1	CMP
BM1077-CMP-Frozen-160106-10	CMP
BM1077-CMP-Frozen-160106-12	CMP
BM1077-CMP-Frozen-160106-14	CMP
BM1077-CMP-Frozen-160106-15	CMP
BM1077-CMP-Frozen-160106-16	CMP
BM1077-CMP-Frozen-160106-18	CMP
BM1077-CMP-Frozen-160106-19	CMP
BM1077-CMP-Frozen-160106-2	CMP
BM1077-CMP-Frozen-160106-21	CMP
BM1077-CMP-Frozen-160106-22	CMP
BM1077-CMP-Frozen-160106-23	CMP
BM1077-CMP-Frozen-160106-24	CMP
BM1077-CMP-Frozen-160106-25	CMP
BM1077-CMP-Frozen-160106-26	CMP
BM1077-CMP-Frozen-160106-28	CMP
BM1077-CMP-Frozen-160106-3	CMP
BM1077-CMP-Frozen-160106-30	CMP
BM1077-CMP-Frozen-160106-31	CMP
BM1077-CMP-Frozen-160106-32	CMP
BM1077-CMP-Frozen-160106-33	CMP
BM1077-CMP-Frozen-160106-34	CMP
BM1077-CMP-Frozen-160106-35	CMP
BM1077-CMP-Frozen-160106-36	CMP
BM1077-CMP-Frozen-160106-37	CMP
BM1077-CMP-Frozen-160106-39	CMP
BM1077-CMP-Frozen-160106-4	CMP
BM1077-CMP-Frozen-160106-40	CMP
BM1077-CMP-Frozen-160106-42	CMP
BM1077-CMP-Frozen-160106-43	CMP
BM1077-CMP-Frozen-160106-44	CMP
BM1077-CMP-Frozen-160106-45	CMP
BM1077-CMP-Frozen-160106-46	CMP
BM1077-CMP-Frozen-160106-49	CMP
BM1077-CMP-Frozen-160106-5	CMP
BM1077-CMP-Frozen-160106-50	CMP
BM1077-CMP-Frozen-160106-51	CMP
BM1077-CMP-Frozen-160106-52	CMP
BM1077-CMP-Frozen-160106-53	CMP
BM1077-CMP-Frozen-160106-55	CMP
BM1077-CMP-Frozen-160106-56	CMP
BM1077-CMP-Frozen-160106-57	CMP
BM1077-CMP-Frozen-160106-58	CMP
BM1077-CMP-Frozen-160106-59	CMP
BM1077-CMP-Frozen-160106-6	CMP
BM1077-CMP-Frozen-160106-60	CMP
BM1077-CMP-Frozen-160106-61	CMP
BM1077-CMP-Frozen-160106-62	CMP
BM1077-CMP-Frozen-160106-64	CMP
BM1077-CMP-Frozen-160106-66	CMP
BM1077-CMP-Frozen-160106-67	CMP
BM1077-CMP-Frozen-160106-68	CMP
BM1077-CMP-Frozen-160106-69	CMP
BM1077-CMP-Frozen-160106-70	CMP
BM1077-CMP-Frozen-160106-71	CMP
BM1077-CMP-Frozen-160106-72	CMP
BM1077-CMP-Frozen-160106-74	CMP
BM1077-CMP-Frozen-160106-75	CMP
BM1077-CMP-Frozen-160106-76	CMP
BM1077-CMP-Frozen-160106-77	CMP
BM1077-CMP-Frozen-160106-78	CMP
BM1077-CMP-Frozen-160106-79	CMP
BM1077-CMP-Frozen-160106-8	CMP
BM1077-CMP-Frozen-160106-80	CMP
BM1077-CMP-Frozen-160106-82	CMP
BM1077-CMP-Frozen-160106-83	CMP
BM1077-CMP-Frozen-160106-84	CMP
BM1077-CMP-Frozen-160106-85	CMP
BM1077-CMP-Frozen-160106-86	CMP
BM1077-CMP-Frozen-160106-87	CMP
BM1077-CMP-Frozen-160106-88	CMP
BM1077-CMP-Frozen-160106-89	CMP
BM1077-CMP-Frozen-160106-91	CMP
BM1077-CMP-Frozen-160106-92	CMP
BM1077-CMP-Frozen-160106-95	CMP
BM1077-GMP-Frozen-160107-1	GMP
BM1077-GMP-Frozen-160107-10	GMP
BM1077-GMP-Frozen-160107-11	GMP
BM1077-GMP-Frozen-160107-14	GMP
BM1077-GMP-Frozen-160107-16	GMP
BM1077-GMP-Frozen-160107-20	GMP
BM1077-GMP-Frozen-160107-21	GMP
BM1077-GMP-Frozen-160107-22	GMP
BM1077-GMP-Frozen-160107-23	GMP
BM1077-GMP-Frozen-160107-25	GMP
BM1077-GMP-Frozen-160107-26	GMP
BM1077-GMP-Frozen-160107-27	GMP
BM1077-GMP-Frozen-160107-31	GMP
BM1077-GMP-Frozen-160107-32	GMP
BM1077-GMP-Frozen-160107-33	GMP
BM1077-GMP-Frozen-160107-37	GMP
BM1077-GMP-Frozen-160107-39	GMP
BM1077-GMP-Frozen-160107-40	GMP
BM1077-GMP-Frozen-160107-41	GMP
