,ARI_Louvain,ARI_kmeans,ARI_HC,AMI_Louvain,AMI_kmeans,AMI_HC,Homogeneity_Louvain,Homogeneity_kmeans,Homogeneity_HC
Control,0.5927997174335231,0.5690883077982077,0.5887543017663059,0.7147152793967476,0.7188952270459379,0.7235746657073389,0.6959345354994052,0.7010953196956211,0.699836177249778
BROCKMAN,0.5457396760894969,0.50014051976051,0.4996913487359741,0.6826539839683641,0.6428407392822149,0.6591802039130819,0.6782902710474786,0.6412880890720273,0.645485627618866
Cusanovich2018,0.9438456465298711,0.7451063215820135,0.7588338353937751,0.9416532818752918,0.8513418952790361,0.8547486558457515,0.9419082273827498,0.825157765003083,0.813650854512699
cisTopic,0.5309534054205023,0.5293327614946877,0.4971203460618431,0.6454153518665434,0.6435126236968918,0.6297240685824342,0.6393891378974974,0.6443558240827474,0.6194914528883649
chromVAR_kmers,0.4674634804709838,0.430748079532912,0.41709937168275296,0.6104377918931565,0.5777793160384966,0.5403376525970522,0.5556027183312453,0.5770829638370424,0.5373873357153648
chromVAR_motifs,0.39059960444544156,0.369870741137445,0.29037504937258335,0.5205546983463868,0.5106613366862106,0.4391595169217446,0.5194393310415539,0.5122546714926286,0.43202900672061617
chromVAR_kmers_pca,0.4585823108296837,0.4921141133266375,0.43653841336000765,0.612727442535924,0.6227788598821599,0.5685882964802222,0.6028434981277059,0.6247761253671555,0.5635188425028199
chromVAR_motifs_pca,0.3909550440678356,0.3677266590710492,0.2980850982991221,0.5242967936334773,0.488029656773074,0.42789091510840943,0.5220274988141003,0.4895876958429261,0.4175935573335966
GeneScoring,0.002671486090311989,0.11199765830835952,0.10383703075618618,0.005706106573636784,0.20692991541598366,0.17964927025624472,0.011055004337254372,0.1802997576753917,0.1491944755916529
GeneScoring_pca,0.0970699632548938,0.13578168906741483,0.10641840373251668,0.1173029045113066,0.22212343163961165,0.2007118319333562,0.11363676415412348,0.20583367015049142,0.1799007564165323
Cicero,0.006878679885766204,0.14230684583909245,0.3975339403453968,0.01117465856507571,0.38904181484633166,0.5895523555099166,0.016854902078010717,0.24948354723226135,0.48290983180724084
Cicero_pca,0.44886231243001135,0.44335378524087116,0.4239140713314522,0.5340528614881239,0.5663725153507952,0.5626344746913418,0.5220338255485626,0.5474086278748281,0.5077395330055297
SnapATAC,0.8049944870140326,0.8600761819114732,0.7703612322133163,0.8406900728657785,0.8744069100067212,0.816766886260888,0.841452654199704,0.8750223174625328,0.8161211411080768
Scasat,0.6139889600175206,0.6342009184753401,0.5904973719663149,0.7247426289043716,0.7405704581322254,0.7085254753680897,0.7153352220519664,0.74186141071313,0.7056957346180055
scABC,0.20425998579677807,0.44898186842406235,0.4658184879592979,0.24749257832544153,0.5831711755151102,0.5680878255302186,0.2295388603320231,0.5290026769488021,0.5319062922238929
SCRAT,0.44451075134863083,0.44802783889097414,0.45774473777111974,0.6109310511900837,0.5813275725217444,0.5935601292540744,0.596725327195641,0.5821871724733128,0.5924944045730964
SCRAT_pca,0.46974779563660113,0.4050950657731288,0.461811756898509,0.6064727993620737,0.5851372266395367,0.5975185245618938,0.6011289159678104,0.5719143079611247,0.5913226427051945
